danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,,duration_ms,explicit,popularity,track_name,track_artist,track_id
85.8,6.36E+01,10,-9.106,0,0.458,0.0374,0,9,0.741,154.974,160.836,160.836,TRUE,2,Juamnji,1TakeTheGreat,5KUc3QWDneBT2D4TD6b1bA
63.7,3.67E+01,1,-10.595,1,0.304,0.0633,0,22.3,0.287,155.231,71.168,71.168,TRUE,1,IM MURDA KLAN,FGM HEC,5rNIPbPfxL9byUP8j1nbYE
69,7.30E+01,7,-7.171,1,0.167,0.35,0,25,0.972,155.244,119.667,119.667,FALSE,0,Hay Un Lirio,Conjunto Alacrán,1ytGT96TEtIz4RHW2U8etw
75.5,7.05E+01,11,-7.616,1,0.0515,0.0571,1.32E-05,6.17,0.962,155.324,293.2,293.2,FALSE,0,What is 'Yo Answer?,New Jersey Mass Choir,738q9AHdiRaFzfh0Ox6kb0
49.4,3.49E+01,2,-10.005,0,0.0349,0.699,0,13.6,0.7,155.37,222.408,222.408,FALSE,0,My God,Malachi X,5m1DndHEXe5YtpnNsHqPhu
57.9,5.42E+01,2,-8.471,1,0.437,0.86,0,13.6,0.691,155.609,198.88,198.88,FALSE,0,"Fortunately, Unfortunately",Chilly Gonzales,5Cp6YLHjzju4BkHw3xYv16
78.9,6.96E+01,7,-10.046,1,0.113,0.0798,0.0186,10,0.831,155.648,254.72,254.72,FALSE,0,Mi Amor Fue Tuyo,Luigi Arias,3z3RfBEBPNF4yrvVmmRiEq
40.3,9.35E+01,7,-8.08,1,0.0673,0.00196,1.08E-06,31.2,0.679,155.694,145.64,145.64,FALSE,0,Contra El Opresor,Golpe Justo,61GbJBbZty20CompoQc0pZ
72.6,3.67E+01,1,-18.351,0,0.522,0.645,2.77E-06,11,0.651,155.762,118.251,118.251,TRUE,0,Euphoria,nightinvenice,7FOKfVeSdxgIUt1t5LZ65S
11.6,7.56E+01,9,-8.332,1,0.0433,1.12E-05,0.0226,14.8,0.201,155.783,149.524,149.524,TRUE,0,Intangible,Silktail,4gHKX2PQ2NWQi0Fz2s1VkJ
18.2,9.03E+01,5,-4.297,1,0.0675,0.000103,0.354,17,0.479,155.8,152.48,152.48,FALSE,2,Dear Old Tyger That Sleeps,Achilles,417FdenBg8Vgbi7LhgdcOz
72.3,4.75E+01,6,-12.638,0,0.21,0.459,9.28E-06,15.8,0.187,155.838,209.371,209.371,TRUE,0,Deathline,dpebbs,5C5tcTDHmMxagXUSbKDtIo
61.7,6.99E+01,1,-4.163,1,0.191,0.0424,0,63.9,0.239,155.941,137.76,137.76,FALSE,0,Holla Back,King Malachi,4yEm7HDwqbYtwy55E3xSg7
71.1,4.98E+01,5,-11.539,0,0.249,0.106,0,50.4,0.511,155.956,188.944,188.944,TRUE,0,Dream,Kashhhkarii,35iOOOqbguTbeKnwlcuWYR
68.3,4.64E+01,3,-12.499,1,0.463,0.413,0,9.23,0.5,155.966,197.381,197.381,TRUE,0,Rockstar,Kashhhkarii,02N4DaMJFTjiWdK291CiYH
77.2,7.81E+01,7,-3.145,1,0.2,0.0966,0,4.48,0.604,155.969,187.298,187.298,TRUE,0,Kater 2 You,LuvSmokeyy,5mxitEOW6QpVGKtaE9AxKS
57.8,5.28E+01,0,-9.245,1,0.0362,0.278,0.00497,10.4,0.389,155.972,223.56,223.56,TRUE,0,Girls' night,The Floating Men,6gd9j61FCxT93twxYzmwjd
79.6,5.75E+01,11,-8.633,1,0.347,0.166,0,8.93,0.429,155.977,160.209,160.209,TRUE,0,Switch It Up,Lil Boodha,53Lhnt1ys9JhVpUZNbye72
50.7,6.77E+01,3,-3.931,1,0.0557,0.197,0,22.3,0.942,155.982,268.64,268.64,FALSE,1,Sin Medir Distancias,Diomedes Diaz,2VV5Leh1aXwnoHYjJZx0JF
66.6,5.77E+01,9,-7.229,1,0.0967,0.404,0,22.5,0.918,155.987,249.6,249.6,FALSE,1,Tu Eres La Reina,Diomedes Diaz,0ScJNXgAUpNtOBcPUFCpIW
68.1,5.84E+01,7,-9.118,1,0.144,0.5,1.37E-05,10.8,0.495,155.993,288.002,288.002,FALSE,0,Blow Me Away - Back to the Body,Oakwood University USM Alumni,3SZ3rJk1mepGbzynmyH9Aq
54.3,6.25E+01,1,-10.172,0,0.0955,0.415,0.135,10.6,0.142,156.003,221.907,221.907,FALSE,1,Runnin' - Afropeans Revisit,Eric Benét,5PVpCPNCLmICI9CV0ljOIV
75.2,6.17E+01,11,-8.451,1,0.245,0.083,0,17.4,0.422,156.03,236.383,236.383,TRUE,8,Can't Stop,C.H.R.O.M.E.,0iGaMO9jYC1zU17foQbNgp
76.9,4.83E+01,9,-11.026,1,0.362,0.00333,0,9.76,0.533,156.064,173.14,173.14,TRUE,0,IRS K (Freestyle),Sp3ctr3,0VSSkOB2ECcD2WsaRkXeKJ
68.8,4.59E+01,10,-7.751,0,0.395,0.0242,0,14.5,0.241,156.086,135.445,135.445,TRUE,3,Bushes,TrapmoneyWink,7JOklUIxKldbyJPzLytAGy
75,7.00E+01,1,-9.964,1,0.213,0.156,0,20.9,0.783,156.105,185.113,185.113,FALSE,0,I Can't Forget,Dr. Charles G. Hayes,24TSLIhY9Rd1TpEdcmuH40
35,8.27E+01,8,-3.383,0,0.0475,0.0116,0,38,0.317,156.114,235.2,235.2,FALSE,0,When I'm Older - Live,SOTO,08fObjSJpobn66mWcuttkd
68.9,7.48E+01,9,-7.387,1,0.0827,0.00175,0.000396,21.4,0.892,156.167,187.767,187.767,FALSE,1,Colorado Roots,Coral Thief,6OPHAWOO6GDgLI4O09ZvGv
47,9.99E+01,0,-1.932,1,0.0744,0.193,0.909,26.6,0.766,156.172,132.938,132.938,FALSE,3,Demons,Ghost Woman,0jl5Z1MwyKkmPplRg8cEp8
64.5,6.25E+01,2,-7.932,1,0.431,0.357,0,36.5,0.765,156.267,176.52,176.52,TRUE,0,H Town,Quiet Money Dot,4crSgNp47Ol7bzW8bNDs76
43.7,3.79E+01,9,-6.592,1,0.0297,0.795,0,14.6,0.277,156.29,236.2,236.2,FALSE,0,Sleeping with the Television On,Alan Whitney,4atUDoN1ZfzhZfkrv7EkvB
39.7,4.72E+01,5,-18.566,0,0.0538,0.399,0.0303,98.1,0.634,156.448,415.733,415.733,FALSE,0,Serenata - Live,Cal Tjader,66ioSt5uRghqe4oERNqu3L
69.2,5.94E+01,6,-6.306,1,0.043,0.509,0,6.93,0.948,156.628,278.707,278.707,FALSE,0,Volvamos - Parranda,Diomedes Diaz,2x6lJKwyzM0MP2WEzLhFb7
58.2,6.01E+01,7,-17.337,1,0.206,0.491,0.749,68.4,0.682,156.634,207.6,207.6,FALSE,0,Santo Domingo - Live,Cal Tjader,4iCCC06L9tGRmPWPJPBRrb
57.5,4.69E+01,5,-10.716,0,0.375,0.0123,0,9.66,0.318,156.839,97.149,97.149,TRUE,1,My Everything (remix),Wsb Stepp,452Nx3reR178M1OIcDsL4s
20.7,9.09E+01,4,-7.627,1,0.0685,2.59E-06,0.00237,18.4,0.357,156.876,119.069,119.069,FALSE,1,Silver Tongue,Silktail,3SNfrBaNPi88gRDNzAWLPu
47.7,7.74E+01,5,-5.659,1,0.0394,0.659,0.000195,9.12,0.929,156.909,177.773,177.773,FALSE,0,Por Los Caminos Del Sur,Los Polifaceticos,5yQrMmj2CwUkiC1EpTIF88
62.4,9.41E+01,2,-8.514,1,0.0646,0.00403,0.000154,36.9,0.582,157.011,185.15,185.15,FALSE,2,The Lord Is Able,Dr. Charles G. Hayes,6cIqJTKueaUa970cnCMEKR
72,6.03E+01,1,-5.648,1,0.324,0.103,0,34.8,0.213,157.013,161.16,161.16,TRUE,0,Over Kill,TrapmoneyWink,0SwMyGax94r3BWQzrCTYpj
66.9,8.21E+01,10,-4.079,1,0.0752,0.409,3.98E-05,25.4,0.825,157.09,186.267,186.267,FALSE,1,Dime Dónde Y Cuándo,Skándalo Musical,1zqKtQLGZDdrV18d6YU86d
58.8,7.62E+01,0,-3.846,1,0.185,0.242,0,21.5,0.713,157.133,132.387,132.387,FALSE,0,De Torreón A Lerdo,Skándalo Musical,18MgqQRGxcuZfWpXs7ZPQE
13.6,9.72E+01,2,-3.823,0,0.113,2.63E-05,0.527,98.5,0.314,157.157,247.989,247.989,FALSE,1,Lake Bodom - Live in Japan,Children Of Bodom,4rEsj5WHntsT6mWzateKX4
24.2,1.57E+01,2,-21.424,0,0.0433,0.989,0.882,23.4,0.141,157.328,248.8,248.8,FALSE,0,Fifer's Tale,Clara Ponty,7iU78xPw8V17JUa6Aljhl1
43.6,6.59E+01,7,-10.648,1,0.262,0.176,0.000143,8.8,0.383,157.466,391.707,391.707,FALSE,0,Talk With Jesus (Song),The Lumzy Sisters,2xKer545zmYqulvkMxYNho
55,7.65E+01,1,-5.878,1,0.0417,0.534,0,7.91,0.592,157.49,188.893,188.893,FALSE,0,Me Hace Tanto Bien,Alejandro Fernández,0yt1A5O69iRvEmzc4C3StO
44.8,9.41E+01,2,-4.623,1,0.124,0.011,0,56.6,0.483,157.596,207.96,207.96,FALSE,4,In The Beginning,Rearview Mirror,76vHdIDYMolKRvLS4Hpu61
79.7,7.18E+01,6,-10.071,0,0.215,0.0697,0.00193,5.15,0.886,157.665,268.24,268.24,FALSE,0,El Cabezu,Luigi Arias,2nox12WBOehKmkKI0JQkkt
37.9,2.35E+01,3,-19.828,0,0.0395,0.922,0.839,9.48,0.136,157.751,170.6,170.6,FALSE,0,Mandarin Dream,Clara Ponty,1Aa6og8UBklA3HLmKJJb9q
83.1,3.57E+01,0,-11.589,1,0.684,0.692,0,10.9,0.562,157.794,109.5,109.5,TRUE,0,ATTIC FREESTYLE,King Robey,0H2oxvj4MvsahdnDsdew5j
64.4,6.48E+01,3,-6.296,1,0.42,0.0168,0,6.75,0.295,157.801,146.808,146.808,TRUE,0,Toni Braxton,Takedown Demon,7xtbnJV496FTKeB7iA7kKz
61.2,5.47E+01,0,-6.195,1,0.036,0.362,0,7.1,0.483,157.848,309.733,309.733,FALSE,0,Mi Historia Entre Tus Dedos,Gianluca Grignani,07S1as0Wq7qBdei1BMmIgd
75.8,5.47E+01,2,-6.244,0,0.0609,0.282,0,12.3,0.0895,157.88,151.899,151.899,FALSE,1,Forest Fire,Allcapsallan,54AnUcW2Of8LqUmPRKhRg6
37.2,2.68E+01,7,-19.189,0,0.037,0.891,0.964,11.4,0.209,157.939,28.56,28.56,FALSE,0,Interlude C,Eric Benét,61lAhj2IcNF7XqjrtI7PVQ
83.4,5.43E+01,0,-6.381,0,0.269,0.355,0,13.2,0.59,157.949,158.52,158.52,TRUE,8,Coldest Youngin In The South,Lil Dalvin,7u6TGlwjFA2jwmTElZGe7I
61.4,6.42E+01,7,-7.011,0,0.0566,0.00559,0,7.55,0.0939,157.967,209.675,209.675,TRUE,1,Off These Drug,luhtaeman,6UD4wPY3oJBjPE14eJUA9g
46.3,5.82E+01,1,-10.541,1,0.208,0.724,0,24.4,0.544,157.985,159.659,159.659,TRUE,0,letter to her,Tokyo Shamir,4CyIrVZnmjoXcxhYPml6iu
44.1,6.09E+01,10,-6.608,0,0.349,0.135,0,15.2,0.45,157.994,196.519,196.519,FALSE,0,Run Right To You,Dj Teddy,1ZF6uwg861rYf5fCHcPGkp
62.8,7.55E+01,1,-4.426,1,0.0595,0.426,0,16.1,0.96,157.994,298.107,298.107,FALSE,1,Amarte más no Pude,Diomedes Diaz,5rqfHhSxFzM0vXflXTchVm
48.4,8.55E+01,4,-5.287,0,0.0363,0.00353,5.88E-06,13.7,0.598,158.007,149.408,149.408,FALSE,2,Lunar Come Down,Last Minet,4U1d4zbeyA57lg6p1Np4uR
73.1,3.50E+01,10,-15.813,0,0.401,0.0236,0.000984,11.8,0.722,158.073,159.494,159.494,TRUE,8,Story Of My Life,Steppa,6rul0Vwar7zzdv3w9nlaQr
80,7.16E+01,11,-5.753,0,0.316,0.0564,0,11.5,0.951,158.078,121.574,121.574,TRUE,8,I CAN'T,DTAP,3qTB2Z8OKCoEJ1U264d9O2
64.7,3.82E+01,6,-13.865,0,0.465,0.0896,0,8.74,0.215,158.125,182.309,182.309,TRUE,1,Discouraged,Kashhhkarii,1KLnuZVR6BuvE4QhxLTkOp
79.1,4.61E+01,4,-10.958,1,0.651,0.356,0,7.16,0.406,158.173,162.56,162.56,TRUE,1,Letter To My Brothers,Kashhhkarii,2Ab2JfU3Q6lebTYvpTLHSj
14.9,9.74E+01,0,-4.59,0,0.095,6.52E-06,0.488,7.42,0.0889,158.327,351.179,351.179,FALSE,8,My Heart and the Ocean,Heaven Shall Burn,4p9m487Zn0Kc6oDwEav4Ts
55.2,7.40E+01,11,-5.288,1,0.24,0.573,0,11.1,0.894,158.475,214.293,214.293,FALSE,1,La Falla Fue Tuya,Diomedes Diaz,4dHEBgG1yVg2Hg0cIQcvUf
62.2,7.78E+01,9,-7.54,1,0.148,0.199,0,17.5,0.673,158.501,274.128,274.128,TRUE,0,Forever,Plap Fieldz,4zI6OTgR4YPzk3dM8f0ncB
33.8,6.63E+01,5,-6.78,0,0.396,0.151,0,21.6,0.191,158.829,222.38,222.38,TRUE,1,Nl/Tf,Young Devi D,1kzFhFkPpKVg20Jpb3Zy8t
76.5,3.78E+01,11,-12.536,1,0.293,0.669,0,13.2,0.283,158.87,109.97,109.97,TRUE,0,OverNight,JpThaRuler,6yt8h9yBJcF2jsEZpj57xI
68.5,2.85E+01,0,-16.823,1,0.596,0.341,0,10.4,0.339,158.923,126.977,126.977,FALSE,0,Commands,Durrell Hufford,6qohxiImZGDIQnOjYJmXqG
44.9,5.38E+01,4,-9.066,0,0.0388,0.000363,0.00116,8.88,0.0374,158.968,169.111,169.111,TRUE,0,eighteen,AVXiD,4wZdKdQzWj9D6zDPfI0kbr
45.3,5.76E+01,0,-7.996,1,0.029,0.279,1.80E-05,8.94,0.216,158.972,269.733,269.733,FALSE,1,Sprit of the Living God,New Jersey Mass Choir,61TmZ52pswrS8eHJEbhCZe
70.2,7.08E+01,9,-6.018,1,0.266,0.0857,0,11.3,0.672,158.985,247.693,247.693,TRUE,0,All That I Can Be,Swazy Baby,6wzXTYJhP8VtScyC9KtJ3D
68.4,6.02E+01,11,-8.453,0,0.295,0.249,0,36.1,0.69,159.032,196.728,196.728,TRUE,0,Boosie Juice,Plap Fieldz,6GqVpGVvkTdcP3ga1bTpOf
66.3,5.96E+01,1,-9.849,1,0.304,0.0135,0,9.54,0.498,159.109,217.287,217.287,TRUE,0,Too West End,Meechie Greedy,6KlmLzkogdS4ydoFboOB0x
72.2,8.42E+01,11,-7.014,0,0.0808,0.419,0.0636,12.6,0.828,159.155,224.63,224.63,FALSE,1,Chilena Rojas,Poder del Tigre y Su Musical,0E9XQjLm166gLJTQAJe67Q
47.9,6.26E+01,5,-10.151,0,0.441,0.00706,0,35.4,0.547,159.321,200.15,200.15,TRUE,8,You Ain't Gotta Stress,Bird,59cqDlY3VVlsZm9mIf29vC
52.1,4.06E+01,7,-11.189,1,0.116,0.731,0.917,8.46,0.305,159.34,178,178,FALSE,1,Optimism,Robert W Hildreth,0Dj0fvYUA2dVqmNkGobfem
51.1,2.58E+01,5,-17.125,1,0.0452,0.867,0.0455,9.67,0.703,159.371,472.507,472.507,FALSE,1,Trick Hips,Bobby Timmons,3nWvDCOkRYFZoKuBJt5icm
51,7.74E+01,7,-4.057,1,0.0639,0.589,0,30.8,0.827,159.411,195.96,195.96,FALSE,3,Mi Forma De Sentir,Skándalo Musical,5yeSKOuLrnXbg2Dp7jSp9k
56.3,3.10E+01,5,-15.156,1,0.0588,0.384,0,4.52,0.818,159.609,129.293,129.293,FALSE,0,El marino,Flaco Jimenez,1SzV88wNBRKa8GiSgdTTh9
49.9,5.20E+01,3,-9.02,1,0.0238,0.109,0.000591,13.1,0.296,159.716,175.427,175.427,FALSE,0,Lay It Down - Afropeans Revisit,Eric Benét,7eJSdhSIMjtygT1bfVSE9b
65.5,7.16E+01,1,-4.904,1,0.273,0.629,0,30.5,0.926,159.762,233.27,233.27,FALSE,0,Happy (Clap Along),Cue the Rain,33IJpmjWm468d5G52ppxFy
42.8,6.36E+01,7,-7.18,0,0.377,0.158,0,46.6,0.412,159.776,169.008,169.008,TRUE,3,dead potnas,PNF Mike,7M0xriYd5coiHsrmRaB4Lk
55.1,5.62E+01,5,-9.228,0,0.296,0.23,0.00127,17.2,0.313,159.828,172.782,172.782,FALSE,0,Bear Witness,Dj Teddy,79oqps4aWpoE3D2XruWGbR
66.6,7.53E+01,7,-4.008,1,0.282,0.0936,0,9.98,0.337,159.884,201.039,201.039,TRUE,0,Out of Control,J-Hustle,110Ao7GUdrnkhP0hGU89hX
80.9,7.06E+01,6,-6.161,0,0.345,0.00337,0,7.68,0.846,159.891,122.436,122.436,FALSE,4,To The Left,Mikey E4S,1RDXOdFXtaKvoXj2OisXw2
83.4,6.93E+01,10,-8.575,1,0.167,0.165,0,7.23,0.602,159.892,135.792,135.792,TRUE,0,Pullup,RenzoBeats,0x1Xgi8ZDCKDaMuW0B0SOI
75.5,3.29E+01,9,-11.7,0,0.268,0.229,1.91E-06,54.2,0.341,159.898,192,192,TRUE,7,333,FANTA ROSARIO,3Qxv22ELNtIasTA4MmJ1dz
65.6,4.36E+01,9,-12.551,1,0.033,0.109,0.0565,8.56,0.549,159.905,254.467,254.467,FALSE,0,Together,Glen D. Giles,2wBn7Zv18rrMj2tZMJCz1S
78.5,4.18E+01,10,-13.107,0,0.51,0.0424,0,8.24,0.379,159.919,61.048,61.048,TRUE,0,Surpassed It,Kafime,0d0NHQ3sUwc9bZbWbxmJQx
62.1,5.85E+01,0,-6.86,1,0.0443,0.332,0,4.73,0.896,159.927,186.267,186.267,FALSE,2,Se Murió De Amor,Bobby Pulido,1rXALu98ln7s3YVZSEueqN
61.8,5.35E+01,5,-10.388,0,0.0724,0.00578,0,15.7,0.216,159.928,120.004,120.004,TRUE,0,Dead Broke,WalknTalknCheck,06ctQNT2JgMVNGyZsmmxlw
68.8,8.45E+01,10,-3.721,1,0.0578,0.296,1.23E-05,12.5,0.903,159.931,160.947,160.947,FALSE,1,Te Amo Locamente,Skándalo Musical,3k5GPXZYujuOFw64GOPTVN
69.9,5.73E+01,1,-5.835,1,0.365,0.0816,0,11.7,0.534,159.939,193.116,193.116,TRUE,1,War Wounds,Tgfromthe4,1tG2Kir79mGyXmoZyBvbt0
61,4.89E+01,0,-9.016,1,0.269,0.0616,0,7.82,0.392,159.949,162.552,162.552,TRUE,0,I Need Love 2,2nd Bloxk Qua,7CaECys5v2BtXnaFoic1TZ
60,7.14E+01,4,-9.451,0,0.0287,0.00188,0.305,20.4,0.38,159.971,269.506,269.506,FALSE,1,Redding,Paris Street,5zEcbZjnJGmzByLpZhJF6B
46.7,9.35E+01,5,-3.817,0,0.102,9.24E-05,0.392,28.9,0.577,159.973,200.252,200.252,FALSE,0,Cyber Masquerade,SOTO,1HHnIvJJ1aw6MAaxvmUIEp
73,7.87E+01,1,-6.858,1,0.597,0.03,0.158,25.4,0.743,159.974,84.008,84.008,TRUE,1,napalm,AC3!,0iweZVTbk6VXjCYPqmW766
69.4,4.24E+01,9,-11.375,0,0.166,0.344,0.012,10.7,0.17,159.977,144.25,144.25,TRUE,0,Playa Season,Dara5hunnid,5rdGs62GoN4TTrbokVWuaP
39.5,6.66E+01,2,-11.162,1,0.0673,0.00377,0.717,14.5,0.0746,159.977,173.3,173.3,FALSE,1,Dilations,Exodus Music and Sound,7tchI2RAxIR1rIPCXV3VwN
85.9,6.83E+01,1,-6.375,0,0.33,0.0977,0.00124,11.2,0.466,159.992,204.102,204.102,FALSE,0,YaY YaY 2 (Clean),CashBoy Ballin,4AqnRhannoNx7PbmMVUVbi
72.5,6.25E+01,9,-9.714,1,0.0807,0.00242,0.926,18.4,0.47,159.992,120.32,120.32,FALSE,0,ThatChicagoFeel_Four,Dark Shadez,3SJ56NNfE91TgXdhdtXtmV
74.1,3.96E+01,1,-9.846,1,0.247,0.711,2.14E-06,11.2,0.547,159.992,169.63,169.63,FALSE,0,DIGITAL HEARTBREAK,King Robey,6vKhy75u3RoRc60Fymu2E0
69.8,2.94E+01,6,-16.517,0,0.17,0.298,0,14.8,0.495,160.002,204.5,204.5,FALSE,0,Maniac,Chaotic,4rz7uc03QmmsP6ITyUlWDg
65,8.18E+01,7,-8.069,1,0.0588,0.00734,0.000378,8.5,0.79,160.012,216.425,216.425,FALSE,1,Words I Say,Coral Thief,49Vf9okRFIrqIhwjb1OWC4
65.6,8.15E+01,0,-6.932,1,0.0514,0.232,0.00467,9.54,0.844,160.017,260.296,260.296,FALSE,1,Nunca Olvidare,Jordan Rodriguez,1e1ihKd2gyw8B7aGkHnAI6
57.9,4.99E+01,5,-10.957,0,0.605,0.076,0,10.8,0.426,160.022,169.038,169.038,TRUE,0,2 Legittttttt,Pookiegg,2opCsdQXR5s6nh6wpcOqyO
82.8,4.97E+01,7,-9.961,1,0.466,0.206,0,8.43,0.774,160.027,168.336,168.336,TRUE,3,No Hook,Galeto,6Hbq3H65msEePucKS7o08a
74.6,4.96E+01,4,-10.152,1,0.385,0.102,2.38E-06,6.49,0.147,160.031,144.039,144.039,TRUE,0,Intro,Meechie Greedy,0AeeegzphGns6NckQGw0xs
68.3,4.58E+01,7,-11.66,1,0.0846,0.112,0,20.5,0.692,160.035,187.244,187.244,TRUE,1,Cover's Blown,Mars & Zay,3yi1Xqbo053NrGEH7kBTZa
75.6,2.34E+01,9,-19.078,0,0.0414,0.763,0,10.9,0.311,160.044,310.766,310.766,FALSE,0,Letting It Grow,Eric C Lyden,0Yf3hZKZpdG6fPiyupnIO8
82,6.02E+01,6,-7.538,1,0.338,0.333,3.96E-06,4.91,0.444,160.057,132.075,132.075,FALSE,0,Go away,Chaotic,69QQ2v2pqdU4MYQIbz3gqn
57.6,4.46E+01,4,-10.89,0,0.0348,0.00559,0.767,29.8,0.373,160.066,120.32,120.32,FALSE,0,ThatChicagoFeel_Eight,Dark Shadez,77JlXK01rTOiRQOYscfoeU
70.1,6.96E+01,9,-3.722,1,0.0803,0.468,0,20.3,0.802,160.069,289.267,289.267,FALSE,1,Ven Conmigo,Diomedes Diaz,5WWlEs2nfjAKNHaUn690O0
54.7,7.09E+01,7,-6.72,1,0.0454,0.228,0,22.5,0.427,160.072,252.093,252.093,FALSE,8,Gracias A Ti - Remix,Wisin & Yandel,1N7tBRFSH1JfL8R8zGAbJ0
59.3,9.20E+01,9,-4.489,0,0.248,0.041,0,10.1,0.731,160.077,255.147,255.147,FALSE,1,T.J. Gunz,Trillville,3YohNwX2nFHrKrng5PgztN
63.9,6.79E+01,1,-8.516,1,0.284,0.0137,0,19,0.399,160.078,168.464,168.464,TRUE,2,Party Time,Meechie Greedy,5S9fn0Ya8YNNEqkAmWz4Dk
49.1,9.29E+01,1,-4.188,1,0.0635,0.00337,0.0461,16.2,0.476,160.082,268.947,268.947,FALSE,0,Cracking the Stone,SOTO,4FNDEHJYRsoKIqwglewVSR
72.4,6.57E+01,9,-6.988,1,0.33,0.101,0,25.7,0.428,160.085,144.065,144.065,TRUE,0,Wolf Pack,Meechie Greedy,7vPcQKAHrfC9zGHQs7s3vz
75.9,6.13E+01,5,-10.134,0,0.413,0.162,0.000448,5.98,0.942,160.091,246.973,246.973,FALSE,0,Stress,Orishas,0PKb2dmWSsM0PXM7AlDJqg
51.2,9.52E+01,6,-1.024,0,0.267,0.116,0,32,0.361,160.092,154.541,154.541,TRUE,0,Hunt 4 Dat Green,J-Hustle,0xh59GRMGtUBbWYDolhbIL
39.5,1.53E+01,0,-12.6,1,0.0382,0.816,0,8.01,0.248,160.104,135,135,FALSE,2,Stranded Here,The Dibbles,6qAljna6irFSQqPiIqphhx
28.9,2.49E+01,0,-11.041,1,0.0356,0.698,0.449,13.7,0.356,160.113,308,308,FALSE,1,Prairie Fire,The Wires,0xMEaodqhmMzUutomvHY3h
67.4,7.76E+01,11,-5.826,1,0.354,0.0405,0,13.9,0.461,160.127,144.672,144.672,TRUE,0,Blicky Blicky,Takedown Demon,7yOhCp7T1a7Q9R6JdAx7uw
32.9,6.70E+01,1,-6.277,0,0.0663,0.308,9.28E-06,12.8,0.461,160.134,185.676,185.676,FALSE,4,Red White Blue Orange,The Big Trouble,3lPmE7TUD4V4wVU4wcodLG
25.7,9.15E+01,10,-8.38,0,0.436,0.00131,0.839,14.1,0.311,160.153,206.21,206.21,FALSE,3,Destined to Rot,Second Wind,5EOcm4UZLZ2GTMD0GpPdn2
77.6,3.23E+01,1,-17.534,1,0.307,0.0693,0.0106,6.48,0.33,160.174,222.887,222.887,TRUE,0,Black Satin Finish,Saint James,1JDazWdwQ2GN1d1roXqDbU
57.1,4.76E+01,2,-7.288,1,0.393,0.236,0,7.43,0.346,160.39,162.048,162.048,TRUE,1,No Assistance,Takedown Demon,3wt1eni6PguKjgk83azBzZ
53.4,5.03E+01,6,-11.933,0,0.296,0.0468,0,31.8,0.415,160.405,181.316,181.316,TRUE,0,Just Go Off,Pookiegg,20LF8sKe7gg6TzbHZSJ57B
59.6,8.65E+01,1,-5.86,0,0.379,0.00599,0.000387,64.5,0.435,160.513,225.176,225.176,TRUE,2,Diary,Young Devi D,6QqAz33MEk30Wh6dY3U8Uz
28.8,6.12E+01,4,-7.646,1,0.0444,0.00472,0.0155,67.5,0.411,160.67,179.202,179.202,FALSE,2,Stellar!!!,Brightside,1GqM4keTQcwFKwlwxsnQH5
47.3,7.25E+01,5,-4.861,0,0.101,0.353,0,13.3,0.589,160.761,235.493,235.493,FALSE,0,Little Me (You Can Be Beautiful),Jessy Foxes,5TOknWdRYctbrSyNoXytVr
74,4.47E+01,11,-13.938,1,0.0591,0.775,0.98,31.4,0.921,160.994,181.091,181.091,FALSE,0,We Wish You A Merry Christmas,Christmas 2018,40NjercYJIS5vRMHsJCnTj
53.2,8.28E+01,7,-4.924,1,0.0349,0.588,0.00223,30.8,0.917,161.093,154.585,154.585,FALSE,1,Depression,David Mayfield,30JYX1yvXMgOEBTQiRwsll
55.5,4.40E+01,10,-8.708,1,0.0312,0.263,0.000433,11.5,0.532,161.157,240.52,240.52,FALSE,2,My Roving Heart,White Field Harvest,4rPEYQnynTyjVZZgn1tcoN
30,8.82E+01,6,-4.754,0,0.0432,0.00874,0.875,86.4,0.509,161.404,221.373,221.373,FALSE,4,N.Y. '79,Laika & The Cosmonauts,5lFvNWh9hjk8o4o50OVzuv
22.7,1.22E+01,8,-18.573,1,0.0393,0.758,0.00482,12.6,0.12,161.469,546,546,FALSE,0,O Shenandoah,Rene Marie,5GTTzKPe9T9W4NW7TTNOMW
47.7,4.45E+01,9,-8.515,1,0.0289,0.214,0,6.6,0.436,161.482,161.147,161.147,FALSE,0,La Llama Del Amor,David Lee Garza,4msrBGcmnIezE9BdFhZD0v
53.9,5.36E+01,1,-10.344,1,0.358,0.0154,0,12.1,0.372,161.583,208.222,208.222,TRUE,0,Dying Love,Takedown Demon,6jzlr4d0Ad8EDNHhQqZjgZ
29.9,9.28E+01,4,-4.223,1,0.119,0.00617,0,25.3,0.648,161.587,197.733,197.733,FALSE,1,Sinking,Rearview Mirror,1fNmQhvFKGIqWcthEzARxD
81.2,7.14E+01,1,-5.944,0,0.259,0.0261,1.39E-06,21.4,0.606,161.628,263.418,263.418,TRUE,0,Outside Dick,Plap Fieldz,2rAFnVyhbZklVtggGaJ7fa
51,3.91E+01,1,-11.974,1,0.0335,0.149,0,9.38,0.0959,161.865,310.253,310.253,FALSE,0,Love Is Patient,Zach Coffey,4o6Y1NZHIzlOTsKWPCdacP
54.8,5.67E+01,11,-10.236,1,0.0466,0.135,9.49E-05,16.9,0.567,161.917,134.953,134.953,TRUE,0,Even Steven,Tokyo Shamir,0omo5qBX8BlTsT1KRpxDW4
